,VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
229,buJ5HDCinrM,150,166,435773,clean,26,English,A woman is putting makeup on her face.
230,buJ5HDCinrM,150,166,922727,clean,50,English,A woman is putting on makeup.
231,buJ5HDCinrM,150,166,275759,clean,51,English,A woman is doing facial.
232,buJ5HDCinrM,150,166,825347,clean,12,English,A woman is applying makeup to her face.
233,buJ5HDCinrM,150,166,374994,clean,15,English,A woman is applying cosmetics to her face.
234,buJ5HDCinrM,150,166,297776,clean,39,English,A woman explains how to apply makeup.
235,buJ5HDCinrM,150,166,155632,clean,20,English,A woman is applying makeup.
236,buJ5HDCinrM,150,166,772960,clean,522,English,A woman applies a concealer to the lower portion of her right cheek and blends it using her fingers to get a chiseled look.
237,buJ5HDCinrM,150,166,550906,clean,26,English,a lady rubbing makeup on
238,buJ5HDCinrM,150,166,309959,clean,16,English,The lade applied foundation.
239,buJ5HDCinrM,150,166,295615,clean,46,English,A woman applies make up to her face.
240,buJ5HDCinrM,150,166,762891,clean,27,English,The woman is putting on makeup.
241,buJ5HDCinrM,150,166,625932,clean,46,English,A woman is applying makeup.
242,buJ5HDCinrM,150,166,553931,clean,35,English,A lady put foundation on her cheek.
243,buJ5HDCinrM,150,166,161407,unverified,111,English,A lady showing her face and putting makeup
244,buJ5HDCinrM,150,166,371782,unverified,132,English,A girl is standing .
245,buJ5HDCinrM,150,166,599728,unverified,97,English,a lady is doing make-up.
246,buJ5HDCinrM,150,166,948158,unverified,47,English,A woman applies makeup to her jaw line.
247,buJ5HDCinrM,150,166,309415,unverified,28,English,A woman demonstrates applying facial products.
248,buJ5HDCinrM,150,166,741585,unverified,28,English,A woman demonstrates how to put on make-up.
249,buJ5HDCinrM,150,166,919506,unverified,249,English,a woman telling how to do makeup to face.
250,buJ5HDCinrM,150,166,334439,unverified,99,English,A women showing how to makeup
251,buJ5HDCinrM,150,166,977945,unverified,161,English,Kim Kardashian Smokey Eyes
252,buJ5HDCinrM,150,166,154335,unverified,107,English,the girl is explaine the healthcare
253,buJ5HDCinrM,150,166,120198,unverified,43,English,woman instructing how to do makeup
254,buJ5HDCinrM,150,166,829808,unverified,41,English,A girl doing make up.
255,buJ5HDCinrM,150,166,728894,unverified,44,English,A girl illustration on applying makeup.
256,buJ5HDCinrM,150,166,130040,unverified,68,English,a kim kardashian mokey eyes
257,buJ5HDCinrM,150,166,394339,unverified,47,English,A Lady giving the beauty tips about the face.
258,buJ5HDCinrM,150,166,318570,unverified,194,English,a lady is doing make up on her face.
259,buJ5HDCinrM,150,166,963466,unverified,63,English,A lady is doing make-up.
260,buJ5HDCinrM,150,166,735417,unverified,81,English,A lady is giving tips on how to do the make up.
261,buJ5HDCinrM,150,166,554590,unverified,30,English,A woman applies make-up to her face.
262,buJ5HDCinrM,150,166,638934,unverified,13,English,A woman demonstrates how to apply makeup.
263,buJ5HDCinrM,150,166,467982,unverified,105,English,A woman doing some sort of makeup on her face.
264,buJ5HDCinrM,150,166,707318,unverified,23,English,A woman is applying face makeup.
265,buJ5HDCinrM,150,166,157374,unverified,47,English,A woman is applying face makeup.
266,buJ5HDCinrM,150,166,531524,unverified,370,English,A woman is applying make up on her face.
267,buJ5HDCinrM,150,166,682611,unverified,61,English,A woman is applying makeup to her face.
268,buJ5HDCinrM,150,166,617730,unverified,20,English,A woman is applying makeup to her face.
269,buJ5HDCinrM,150,166,158187,unverified,19,English,A woman is applying makeup.
270,buJ5HDCinrM,150,166,169072,unverified,43,English,A woman is applying something on her face.
271,buJ5HDCinrM,150,166,108687,unverified,88,English,A woman is giving makeup advice.
272,buJ5HDCinrM,150,166,611139,unverified,59,English,A woman is making up her face.
273,buJ5HDCinrM,150,166,651813,unverified,16,English,A woman is placing makeup on her face.
274,buJ5HDCinrM,150,166,799001,unverified,27,English,A woman is putting on makeup.
275,buJ5HDCinrM,150,166,373663,unverified,36,English,A woman is putting on makeup.
276,buJ5HDCinrM,150,166,169605,unverified,561,English,A woman is putting on makeup.
277,buJ5HDCinrM,150,166,257511,unverified,36,English,A woman is showing how to apply foundation.
278,buJ5HDCinrM,150,166,502429,unverified,943,English,A woman is showing makeup tips.
279,buJ5HDCinrM,150,166,597124,unverified,178,English,A woman shows how to create a Kim Kardasian makeover look.
280,buJ5HDCinrM,150,166,132126,unverified,221,English,A young woman's beautifully made-up eyes.
281,buJ5HDCinrM,150,166,705358,unverified,195,English,KIm kardashian makeup on face
282,buJ5HDCinrM,150,166,762891,unverified,25,English,The woman is applying makeup.
283,buJ5HDCinrM,150,166,497691,unverified,85,English,A GIRL IS TEACHING ABOUT SOMEONE.
284,buJ5HDCinrM,150,166,818922,unverified,89,English,A LADY IS DOING MAKE UP.
285,buJ5HDCinrM,150,166,236993,unverified,16,English,AN WOMEN EYES
286,buJ5HDCinrM,150,166,965612,unverified,86,English,the girl is giving speech
287,buJ5HDCinrM,150,166,418656,unverified,86,English,A lady is doing make up!
288,buJ5HDCinrM,150,166,268378,unverified,213,English,"This video will show you how to do a complete facial makeover, so you can look like a star in no time!"
289,M_TP6UTrh30,343,358,374994,clean,37,English,A band is performing for a large crowd.
290,M_TP6UTrh30,343,358,280252,clean,53,English,A band is performing on a stage outside.
291,M_TP6UTrh30,343,358,275759,clean,14,English,A band is performing out stage.
292,M_TP6UTrh30,343,358,651813,clean,15,English,A band is playing for a group of people.
293,M_TP6UTrh30,343,358,922727,clean,22,English,A band is playing outside.
294,M_TP6UTrh30,343,358,617730,clean,14,English,A band is playing to a large crowd.
295,M_TP6UTrh30,343,358,825347,clean,14,English,A band on stage is playing in front of a large crowd.
296,M_TP6UTrh30,343,358,297776,clean,36,English,A band performs on a stage.
297,M_TP6UTrh30,343,358,159786,clean,1945,English,A band plays for a large crowd.
298,M_TP6UTrh30,343,358,807872,clean,25,English,A band plays in front of a huge crowd.
299,M_TP6UTrh30,343,358,760882,clean,76,English,A band plays on stage outside.
300,M_TP6UTrh30,343,358,772960,clean,111,English,A rock band is performing on stage in front of a large gathering of people.
301,M_TP6UTrh30,343,358,155632,clean,22,English,Men are playing music in the street.
302,M_TP6UTrh30,343,358,169605,clean,12,English,People are playing music.
303,M_TP6UTrh30,343,358,553931,clean,22,English,The band performed for a large outside crowd.
304,M_TP6UTrh30,343,358,309959,clean,20,English,The band performed outside for a large crowd.
305,M_TP6UTrh30,343,358,762891,clean,24,English,The band was playing in front of an audience.
306,M_TP6UTrh30,343,358,965612,unverified,62,English,the some boys are sing and dancing
307,M_TP6UTrh30,343,358,906649,unverified,53,English,A band plays an outdoor concert.
308,M_TP6UTrh30,343,358,132126,unverified,54,English,A view of a rock band.
309,M_TP6UTrh30,343,358,799001,unverified,23,English,A band is playing on a stage.
310,M_TP6UTrh30,343,358,707318,unverified,14,English,A band is playing onstage.
311,M_TP6UTrh30,343,358,403763,unverified,99,English,A band is performing.
312,M_TP6UTrh30,343,358,829808,unverified,41,English,A band is performing.
313,M_TP6UTrh30,343,358,257511,unverified,27,English,A band is performing on stage in front of a large crowd.
314,M_TP6UTrh30,343,358,394301,unverified,35,English,A band is performing on a stage outside.
315,M_TP6UTrh30,343,358,741585,unverified,15,English,A band is playing on a stage.
316,M_TP6UTrh30,343,358,590752,unverified,97,English,A band performing on a stage
317,M_TP6UTrh30,343,358,373663,unverified,47,English,"A band is performing onstage, outside."
318,M_TP6UTrh30,343,358,984905,unverified,74,English,Cool band is playng on a stage outside.
319,M_TP6UTrh30,343,358,844963,unverified,68,English,A band is performing in frint of a huge crowd.
320,M_TP6UTrh30,343,358,919506,unverified,52,English,ALL PEOPLE PLAYING MUSIC INSTRUMENTS.
321,M_TP6UTrh30,343,358,705358,unverified,135,English,A short clip about Rock movie.
322,M_TP6UTrh30,343,358,169605,unverified,11,English,People are at a concert.
323,M_TP6UTrh30,343,358,169072,unverified,36,English,A man is playing a guitar.
324,M_TP6UTrh30,343,358,749155,unverified,47,English,A crowd of people enjoying a musical concert
325,M_TP6UTrh30,343,358,467982,unverified,159,English,A short clip from the rockon showing the stars in it.
326,M_TP6UTrh30,343,358,394339,unverified,567,English,A musical group givinig his rock perfomance on stage.
327,M_TP6UTrh30,343,358,130040,unverified,24,English,peoples singing song
328,M_TP6UTrh30,343,358,279187,unverified,152,English,A rock band plays music on stage.
329,M_TP6UTrh30,343,358,662670,unverified,56,English,A band is performing outdoors surrounded by a large crowd.
330,M_TP6UTrh30,343,358,161407,unverified,204,English,group of boys playing instruments
331,M_TP6UTrh30,343,358,525230,unverified,238,English,rock the entire boys group
332,M_TP6UTrh30,343,358,633378,unverified,33,English,A ban is performing on stage outside.
333,M_TP6UTrh30,343,358,554590,unverified,29,English,A crowd dances while a rock band plays.
334,8mSUD7JGNO0,174,181,550906,clean,26,English,A woman gallops on a horse.
335,8mSUD7JGNO0,174,181,651813,clean,14,English,A girl is riding a horse.
336,8mSUD7JGNO0,174,181,922727,clean,18,English,A girl is riding a horse.
337,8mSUD7JGNO0,174,181,155632,clean,15,English,A girl is riding a horse.
338,8mSUD7JGNO0,174,181,553931,clean,27,English,A girl rode a horse in the barn.
339,8mSUD7JGNO0,174,181,435773,clean,21,English,A lady is riding a horse in a barn.
340,8mSUD7JGNO0,174,181,825347,clean,21,English,A person is keeping their horse at a trot.
341,8mSUD7JGNO0,174,181,374994,clean,23,English,A person is riding a horse along the perimeter.
342,8mSUD7JGNO0,174,181,135621,clean,98,English,A woman is galloping a horse around an inside arena.
343,8mSUD7JGNO0,174,181,772960,clean,84,English,A woman is riding a horse in an enlosed covered area.
344,8mSUD7JGNO0,174,181,625932,clean,19,English,A woman is riding a horse.
345,8mSUD7JGNO0,174,181,760882,clean,18,English,A woman is riding a horse.
346,8mSUD7JGNO0,174,181,280252,clean,32,English,A woman is riding on a horse.
347,8mSUD7JGNO0,174,181,275759,clean,35,English,A woman is riding on a horse.
348,8mSUD7JGNO0,174,181,309959,clean,17,English,The horse and rider trotted around the barn.
349,8mSUD7JGNO0,174,181,762891,clean,27,English,The woman is riding a horse.
350,8mSUD7JGNO0,174,181,599728,unverified,81,English,a girl is riding a horse
351,8mSUD7JGNO0,174,181,974128,unverified,104,English,a girl is riding in the horse.
352,8mSUD7JGNO0,174,181,371782,unverified,116,English,A girl is sitting on the black horse.
353,8mSUD7JGNO0,174,181,394339,unverified,276,English,a lady riding a horse
354,8mSUD7JGNO0,174,181,615202,unverified,24,English,a man is rading in a horse
355,8mSUD7JGNO0,174,181,977945,unverified,180,English,A men walking on house
356,8mSUD7JGNO0,174,181,334439,unverified,47,English,A person is riding on horse
357,8mSUD7JGNO0,174,181,741585,unverified,28,English,A woman is riding a horse.
358,8mSUD7JGNO0,174,181,531524,unverified,571,English,Few guys are driving the horses.
359,8mSUD7JGNO0,174,181,857450,unverified,41,English,Fiona My best friend
360,8mSUD7JGNO0,174,181,705358,unverified,250,English,one lady riding on horse
361,8mSUD7JGNO0,174,181,169605,unverified,19,English,Someone is riding a horse.
362,8mSUD7JGNO0,174,181,807741,unverified,39,English,the man is riding a horse.
363,8mSUD7JGNO0,174,181,467982,unverified,71,English,A boy riding a horse in horse stable.
364,8mSUD7JGNO0,174,181,124682,unverified,22,English,A girl is riding a horse
365,8mSUD7JGNO0,174,181,921581,unverified,25,English,A girl is riding a horse inside a barn
366,8mSUD7JGNO0,174,181,638934,unverified,9,English,A girl is riding a horse.
367,8mSUD7JGNO0,174,181,408179,unverified,26,English,A girl is riding a horse.
368,8mSUD7JGNO0,174,181,132126,unverified,47,English,A girl riding a horse.
369,8mSUD7JGNO0,174,181,130040,unverified,70,English,a girl riding with a horse
370,8mSUD7JGNO0,174,181,611139,unverified,44,English,A horse is driven by a woman.
371,8mSUD7JGNO0,174,181,318570,unverified,129,English,a lady is riding a horse.
372,8mSUD7JGNO0,174,181,785885,unverified,18,English,A man is jogging on the horse
373,8mSUD7JGNO0,174,181,281652,unverified,26,English,A man is riding on a horse.
374,8mSUD7JGNO0,174,181,963466,unverified,31,English,A man is riding on the horse.
375,8mSUD7JGNO0,174,181,279187,unverified,408,English,A man rides a horse in the barn.
376,8mSUD7JGNO0,174,181,919506,unverified,48,English,a man riding horse.
377,8mSUD7JGNO0,174,181,919804,unverified,37,English,A person is riding a horse inside a large building.
378,8mSUD7JGNO0,174,181,707318,unverified,10,English,A person is riding a horse.
379,8mSUD7JGNO0,174,181,403763,unverified,62,English,A person is riding a horse.
380,8mSUD7JGNO0,174,181,947723,unverified,27,English,A person rides a horse in stable.
381,8mSUD7JGNO0,174,181,373663,unverified,34,English,A woman is riding a horse beside a wall.
382,8mSUD7JGNO0,174,181,257511,unverified,24,English,A woman is riding a horse in a barn.
383,8mSUD7JGNO0,174,181,108687,unverified,21,English,A woman is riding a horse.
384,8mSUD7JGNO0,174,181,169072,unverified,46,English,A woman is riding a horse.
385,8mSUD7JGNO0,174,181,544487,unverified,81,English,A woman is riding a horse.
386,8mSUD7JGNO0,174,181,813710,unverified,46,English,A woman is riding around on a horse.
387,8mSUD7JGNO0,174,181,502429,unverified,2594,English,A woman is riding on a horse.
388,8mSUD7JGNO0,174,181,246119,unverified,56,English,A woman rides a horse inside a barn.
389,8mSUD7JGNO0,174,181,990853,unverified,57,English,the person is raiding the horse
390,8mSUD7JGNO0,174,181,418656,unverified,55,English,A man is riding in a horse.
391,8mSUD7JGNO0,174,181,132982,unverified,54,English,A man practice horse riding.
392,8mSUD7JGNO0,174,181,347757,unverified,106,English,A young girl is riding a horse
479,6q1dX6thX3E,286,295,651813,clean,35,English,A man is talking on the phone.
480,6q1dX6thX3E,286,295,760882,clean,43,English,A man is talking on a phone.
481,6q1dX6thX3E,286,295,280252,clean,68,English,A man is talking on the phone.
482,6q1dX6thX3E,286,295,159786,clean,1322,English,A man is talking on a cell phone.
483,6q1dX6thX3E,286,295,922727,clean,14,English,A man is talking on the phone.
484,6q1dX6thX3E,286,295,275759,clean,42,English,A man is talking on mobile phone.
485,6q1dX6thX3E,286,295,825347,clean,11,English,A man is speaking on a telephone.
486,6q1dX6thX3E,286,295,157374,clean,46,English,A man is talking on the telephone.
487,6q1dX6thX3E,286,295,374994,clean,33,English,A man is talking on a cell phone.
488,6q1dX6thX3E,286,295,297776,clean,30,English,A man talks on a telephone.
489,6q1dX6thX3E,286,295,155632,clean,21,English,A man is talking on the phone.
490,6q1dX6thX3E,286,295,169605,clean,26,English,A man is talking on the phone.
491,6q1dX6thX3E,286,295,617730,clean,29,English,A man speaks on a cell phone.
492,6q1dX6thX3E,286,295,309959,clean,18,English,The man talked on the telephone.
493,6q1dX6thX3E,286,295,762891,clean,12,English,The man is talking on the phone.
494,6q1dX6thX3E,286,295,807872,clean,16,English,A man talks on the phone.
495,6q1dX6thX3E,286,295,553931,clean,19,English,A mand talked on the phone.
496,6q1dX6thX3E,286,295,154335,unverified,111,English,the man is very happy to speak in the cell phone
497,6q1dX6thX3E,286,295,741585,unverified,16,English,A man is talking on the phone.
498,6q1dX6thX3E,286,295,599728,unverified,188,English,a person taking on phone
499,6q1dX6thX3E,286,295,950698,unverified,319,English,THree boys is talk in office
500,6q1dX6thX3E,286,295,750723,unverified,41,English,a men is talking in phone
501,6q1dX6thX3E,286,295,388532,unverified,13,English,A man is talking on a phone.
502,6q1dX6thX3E,286,295,840635,unverified,59,English,A man is talking on a phone.
503,6q1dX6thX3E,286,295,611139,unverified,68,English,A man is on conversation on phone.
504,6q1dX6thX3E,286,295,261314,unverified,815,English,A man is talking on a mobile.
505,6q1dX6thX3E,286,295,132126,unverified,86,English,A lone man in a white shirt and brown tie looking unhappy.
506,6q1dX6thX3E,286,295,707318,unverified,17,English,A man is talking on a phone.
507,6q1dX6thX3E,286,295,318570,unverified,193,English,a man is talking in the phone.
508,6q1dX6thX3E,286,295,325852,unverified,32,English,A man stands up and talks on his cellphone.
509,6q1dX6thX3E,286,295,334786,unverified,34,English,A man is talking on his cell phone.
510,6q1dX6thX3E,286,295,373663,unverified,32,English,A man is talking on the phone.
511,6q1dX6thX3E,286,295,169605,unverified,15,English,Someone is talking on the phone.
512,6q1dX6thX3E,286,295,169072,unverified,44,English,A man is talking in his mobile phone.
513,6q1dX6thX3E,286,295,394339,unverified,395,English,A man talking to someone on telephone.
514,6q1dX6thX3E,286,295,977945,unverified,198,English,A man is chatting on phone
515,6q1dX6thX3E,286,295,346578,unverified,27,English,A man is talking on a cordless phone.
516,6q1dX6thX3E,286,295,762891,unverified,13,English,The man is talking on the phone.
517,6q1dX6thX3E,286,295,633378,unverified,33,English,A man is speaking on a phone.
518,6q1dX6thX3E,286,295,638934,unverified,8,English,A man is talking on the phone.
519,6q1dX6thX3E,286,295,554590,unverified,21,English,A man talks on the phone.
520,6q1dX6thX3E,286,295,833861,unverified,37,English,He is talking on the phone
521,6q1dX6thX3E,286,295,965612,unverified,48,English,the person is talking with phone
522,6q1dX6thX3E,286,295,497691,unverified,72,English,A MAN IS SPEAKING PHONE .
523,6q1dX6thX3E,286,295,132982,unverified,49,English,A man is talking in phone.
577,6eokrw6_bjU,1,9,878566,clean,26,English,A woman is firing a rifle.
578,6eokrw6_bjU,1,9,257003,clean,75,English,A girl is spraying the field with a gun.
579,6eokrw6_bjU,1,9,435773,clean,22,English,A girl is shooting a gun multiple times.
580,6eokrw6_bjU,1,9,922727,clean,21,English,A woman is shooting a gun.
581,6eokrw6_bjU,1,9,275759,clean,53,English,A woman is firing with an assault rifle.
582,6eokrw6_bjU,1,9,825347,clean,13,English,A woman is shooting off a gun.
583,6eokrw6_bjU,1,9,374994,clean,25,English,A woman is firing an assault rifle into a hill.
584,6eokrw6_bjU,1,9,297776,clean,28,English,A woman fires an assault rifle.
585,6eokrw6_bjU,1,9,155632,clean,19,English,A girl is firing an automatic rifle.
586,6eokrw6_bjU,1,9,772960,clean,467,English,A woman standing on grassland is holding a rifle and shooting a series of bullets in the air.
587,6eokrw6_bjU,1,9,550906,clean,44,English,a woman taking pices on the farm
588,6eokrw6_bjU,1,9,309959,clean,17,English,The girl shot the semi-automatic rifle.
589,6eokrw6_bjU,1,9,762891,clean,31,English,The woman is shooting a machine gun.
590,6eokrw6_bjU,1,9,215924,clean,28,English,A girl shots a gun.
591,6eokrw6_bjU,1,9,625932,clean,50,English,A woman is shooting an automatic rifle.
592,6eokrw6_bjU,1,9,553931,clean,20,English,A girl shot an automatice rifle in the field.
593,6eokrw6_bjU,1,9,371782,unverified,58,English,A girl is shooting with the gun.
594,6eokrw6_bjU,1,9,599728,unverified,146,English,A girl is standing and continuosly  firing
595,6eokrw6_bjU,1,9,977945,unverified,210,English,A girl with gun
596,6eokrw6_bjU,1,9,339451,unverified,78,English,A woman is firing a gun.
597,6eokrw6_bjU,1,9,418656,unverified,65,English,A woman is firing with AR15 gun.
598,6eokrw6_bjU,1,9,741585,unverified,24,English,A woman is standing in a field shooting a gun.
599,6eokrw6_bjU,1,9,309415,unverified,24,English,a woman shooting a shot gun
600,6eokrw6_bjU,1,9,919506,unverified,79,English,a woman shooting gun.
601,6eokrw6_bjU,1,9,266771,unverified,35,English,A women is firing with the gun
602,6eokrw6_bjU,1,9,705358,unverified,210,English,one girl taking training of shooting
603,6eokrw6_bjU,1,9,475845,unverified,63,English,she is shooting
604,6eokrw6_bjU,1,9,120198,unverified,46,English,woman firing with a machine gun
605,6eokrw6_bjU,1,9,638934,unverified,10,English,A girl is firing a gun outside.
606,6eokrw6_bjU,1,9,675312,unverified,119,English,A girl is firing a semi automatic weapon.
607,6eokrw6_bjU,1,9,963466,unverified,41,English,A girl is firing gun.
608,6eokrw6_bjU,1,9,169605,unverified,33,English,A girl is shooting a gun
